portNumber,portName,regionNumber,regionName,countryCode,countryName,latitudeDegrees,latitudeMinutes,latitudeHemisphere,longitudeDegrees,longitudeMinutes,longitudeHemisphere,publicationNumber,chartNumber,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselCode,goodHoldingGround,turningArea,firstPortOfEntry,usRep,etaMessage,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtDerattCert,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,
4770,BUFFINGTON,4570,US LAKE MICHIGAN,US,United States,41,38,N,87,25,W,CP06,14929,M,CB,F,N,N,Y,Y,Y,L,L,L,,,L,,Y,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,
8140,BURLINGTON,6585,UNITED STATES E COAST,US,United States,40,5,N,74,52,W,CP03,12314,V,RN,E,N,N,Y,Y,Y,P,M,P,O,6,M,,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,,,,,,Y,,,,,,C,,,
19200,BURNETT INLET,19080,ALASKA,US,United States,56,4,N,132,28,W,CP08,17382,V,CN,F,N,N,N,,,,J,O,,14,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,CALCITE,4300,US LAKE HURON,US,United States,45,25,N,83,47,W,CP06,14864,V,CB,P,N,N,Y,Y,,M,,M,,,L,N,N,N,N,N,Y,,,,N,Y,Y,Y,,,,,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,
4790,CALUMET HARBOR,4570,US LAKE MICHIGAN,US,United States,41,44,N,87,31,W,CP06,14929,M,CB,E,N,N,Y,Y,Y,L,L,M,L,,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,,,,,Y,Y,,Y,,,,Y,Y,Y,Y,Y,Y,A,L,,
16960,CAMAS,16000,UNITED STATES W COAST,US,United States,45,35,N,122,24,W,CP07,18526,V,RN,E,N,N,Y,Y,Y,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,,
8130,CAMDEN,6585,UNITED STATES E COAST,US,United States,39,57,N,75,8,W,CP03,12313,M,RN,E,N,N,N,Y,Y,J,J,J,J,6,L,,,Y,N,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,
6940,CAMDEN,6585,UNITED STATES E COAST,US,United States,44,13,N,69,4,W,CP01,13307,V,CN,F,Y,N,Y,Y,N,N,K,O,,10,M,Y,Y,Y,N,Y,Y,Y,,,N,N,Y,N,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
8595,CANAVERAL HARBOR,6585,UNITED STATES E COAST,US,United States,28,42,N,80,37,W,CP04,11478,V,CN,E,Y,N,N,Y,,H,H,H,J,4,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,,,Y,Y,Y,Y,,,,,Y,Y,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,N,N,N,,,
20100,CANNERY BAY,20095,ALEUTIAN ISLANDS,US,United States,53,42,N,166,45,W,CP09,16517,V,CN,F,N,N,N,Y,,,B,,,2,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,CAPE CHARLES,6585,UNITED STATES E COAST,US,United States,37,16,N,76,1,W,CP03,12224,V,CN,E,N,N,N,Y,N,N,O,O,,2,M,,Y,Y,N,N,Y,,,,,,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
16145,CARPINTERIA,16000,UNITED STATES W COAST,US,United States,34,23,N,119,31,W,CP07,18725,V,CN,P,N,N,N,N,,,,,F,4,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,CARRABELLE,8650,US GULF COAST,US,United States,29,51,N,84,40,W,CP05,11404,V,RN,N,N,N,,,Y,N,N,P,,2,M,Y,Y,Y,,,,Y,,,,,,,,Y,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,C,,S,
7910,CARTERET,6585,UNITED STATES E COAST,US,United States,40,35,N,74,13,W,CP02,12333,S,RN,G,N,N,N,Y,Y,K,K,K,L,5,L,,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,C,,,
6860,CASTINE,6585,UNITED STATES E COAST,US,United States,44,23,N,68,44,W,CP01,13309,V,CN,G,Y,N,N,Y,N,H,E,L,,10,M,Y,Y,Y,N,Y,Y,,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,C,,S,
7690,CATSKILL,6585,UNITED STATES E COAST,US,United States,42,13,N,73,51,W,CP02,12347,V,RN,G,N,N,N,Y,Y,P,J,N,,4,M,,,N,N,N,Y,,,,,Y,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,A,S,,
8500,CHARLESTON,6585,UNITED STATES E COAST,US,United States,32,47,N,79,55,W,CP04,11524,S,RN,G,N,N,N,Y,Y,H,H,J,H,5,L,Y,Y,Y,N,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,N,Y,Y,Y,,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,S,,
4610,CHARLEVOIX,4570,US LAKE MICHIGAN,US,United States,45,19,N,85,16,W,CP06,14942,V,LC,G,N,N,Y,N,Y,N,H,N,,,M,Y,Y,N,N,N,Y,,,,N,N,Y,,,Y,,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,,,C,,S,
19480,CHATHAM,19080,ALASKA,US,United States,57,31,N,134,56,W,CP08,17338,V,CN,F,N,N,Y,,,,E,K,N,11,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,Y,,,,
3130,CHAUMONT,3120,US LAKE ONTARIO,US,United States,44,4,N,76,8,W,CP06,14811,V,CN,E,N,N,N,Y,Y,L,N,P,,,M,Y,,N,,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
4510,CHEBOYGAN,4300,US LAKE HURON,US,United States,45,39,N,84,28,W,CP06,14881,S,RN,E,N,N,Y,Y,,M,N,M,M,,M,,Y,Y,N,N,Y,,,,,,Y,Y,,,,,Y,,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,C,,,
18055,CHERRY POINT,16000,UNITED STATES W COAST,US,United States,48,52,N,122,45,W,CP07,18431,V,CN,F,N,N,N,,,A,A,,D,5,L,,,,,,Y,,,,,Y,Y,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,Y,C,,,
8080,CHESTER,6585,UNITED STATES E COAST,US,United States,39,51,N,75,21,W,CP03,12312,L,RN,G,N,N,N,Y,Y,J,J,K,,6,L,,,Y,N,,Y,,,,,,Y,,,Y,,,Y,Y,Y,Y,,,,,Y,Y,,N,Y,,,,Y,,Y,,Y,,,,Y,Y,Y,Y,Y,Y,A,M,,
4800,CHICAGO,4570,US LAKE MICHIGAN,US,United States,41,53,N,87,36,W,CP06,14928,M,CT,E,N,N,Y,Y,Y,L,M,M,,,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,,,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,
20010,CHIGNIK,19080,ALASKA,US,United States,56,18,N,158,24,W,CP09,16566,V,CN,P,N,N,N,,,,,M,,7,,,,,,Y,,Y,,,,,,,,,Y,Y,Y,Y,,Y,Y,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,
7920,CHROME,6585,UNITED STATES E COAST,US,United States,40,34,N,74,13,W,CP02,12331,S,RN,G,N,N,N,Y,Y,K,K,L,,5,M,,,Y,N,Y,Y,,,,,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,C,,,
7625,CITY ISLAND,6585,UNITED STATES E COAST,US,United States,40,51,N,73,47,W,CP02,12366,V,CN,G,N,N,Y,Y,,J,L,O,,7,,,,N,N,N,Y,,Y,N,,Y,,,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,,Y,Y,Y,B,,M,
20290,CLARKS POINT,20185,ALASKA CONTINUED,US,United States,58,51,N,158,33,W,CP09,16322,V,OR,F,N,N,N,Y,,,,,,15,,,,,,Y,,Y,,,,,,,,,,Y,Y,Y,,Y,Y,,,,N,N,,,Y,,,,,,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,C,,S,
2800,CLAYTON,2750,US ST LAWRENCE R,US,United States,44,14,N,76,3,W,CP06,14774,V,RN,E,N,N,N,N,N,M,J,M,,,M,,,Y,,N,N,N,,,N,N,Y,Y,,Y,,Y,Y,,,Y,,,,,N,,,N,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,C,,S,
3490,CLEVELAND,3400,US LAKE ERIE,US,United States,41,30,N,81,43,W,CP06,14839,L,CB,E,N,N,Y,Y,N,L,L,L,L,,L,Y,Y,N,,Y,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S,
19785,COAL POINT,19080,ALASKA,US,United States,59,36,N,151,25,W,CP09,16645,V,CN,F,N,N,N,Y,,,E,M,,17,,Y,,,,Y,,Y,,,,,Y,,,,Y,,Y,Y,,Y,Y,,,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,
20085,COLD BAY,19080,ALASKA,US,United States,55,12,N,162,42,W,CP09,16549,V,CN,F,N,N,N,,,,,K,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,COLUMBIA,6585,UNITED STATES E COAST,US,United States,35,55,N,76,15,W,CP04,12205,V,RN,G,N,N,N,Y,Y,O,P,P,,,M,,,N,N,N,N,N,,,,,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,
3460,CONNEAUT,3400,US LAKE ERIE,US,United States,41,58,N,80,33,W,CP06,14824,S,RN,E,N,N,Y,N,Y,M,L,M,,,M,N,N,,,,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
20150,CONSTANTINE HARBOR,20095,ALEUTIAN ISLANDS,US,United States,51,24,N,179,18,E,CP09,16446,V,CN,F,N,N,N,Y,,A,J,H,,3,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,N,,,,,,,,,,N,Y,N,N,Y,N,Y,N,Y,N,N,,,,
8895,CONVENT,8650,US GULF COAST,US,United States,30,1,N,90,50,W,CP05,11352,S,RN,F,,,,Y,,,,,J,,M,,,,,Y,Y,Y,Y,,Y,,,Y,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
16770,COOS BAY,16000,UNITED STATES W COAST,US,United States,43,22,N,124,13,W,CP07,18587,S,CN,E,N,Y,N,Y,Y,L,L,L,L,6,L,Y,Y,Y,N,N,Y,Y,Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,,,N,,Y,,,,,,,Y,,,Y,Y,Y,Y,Y,,,C,S,M,
5350,COPPER HARBOR,5230,US LAKE SUPERIOR,US,United States,47,28,N,87,52,W,CP06,14964,V,CN,F,N,N,Y,Y,N,O,N,O,,,M,Y,N,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,,,,C,,,
19640,CORDOVA,19080,ALASKA,US,United States,60,33,N,145,46,W,CP09,16710,S,CN,G,N,N,N,Y,,N,L,L,M,10,M,Y,,,N,Y,,Y,,,,Y,Y,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,N,Y,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,S,
6670,COREA,6585,UNITED STATES E COAST,US,United States,44,24,N,67,58,W,CP01,13324,V,CN,F,Y,Y,Y,Y,N,P,P,P,,11,M,Y,Y,N,N,Y,N,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
5430,CORNUCOPIA,5230,US LAKE SUPERIOR,US,United States,46,52,N,91,6,W,CP06,14966,V,RB,F,N,N,Y,Y,N,P,O,P,,,M,Y,N,,N,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,,,,,,,
9300,CORPUS CHRISTI,8650,US GULF COAST,US,United States,27,49,N,97,24,W,CP05,11309,M,CN,G,N,N,N,Y,Y,G,K,J,J,,L,Y,Y,Y,N,Y,Y,Y,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,M,,
17840,COUPEVILLE,16000,UNITED STATES W COAST,US,United States,48,14,N,122,41,W,CP07,18441,V,CN,E,N,N,N,Y,,,,O,,8,,,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,
16570,COURTLAND,16000,UNITED STATES W COAST,US,United States,38,20,N,121,34,W,CP07,18662,V,RN,E,N,N,N,Y,Y,,,,,2,,,,,N,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
19710,CRAB BAY,19080,ALASKA,US,United States,60,4,N,148,0,W,CP09,16702,V,CN,F,N,N,N,Y,,,,L,,9,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,
19260,CRAIG,19080,ALASKA,US,United States,55,28,N,133,9,W,CP08,17405,V,CN,G,N,N,N,,,,,N,O,8,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y,,,,,N,N,,,,,,,,,,N,Y,N,N,N,Y,Y,Y,Y,N,N,C,,,
17330,CREOSOTE,16000,UNITED STATES W COAST,US,United States,47,37,N,122,30,W,CP07,18449,V,CN,E,N,N,N,,,,K,K,,8,,,,,,,,Y,,,,,,,,Y,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,
16700,CRESCENT CITY,16000,UNITED STATES W COAST,US,United States,41,45,N,124,12,W,CP07,18603,V,CB,F,N,,N,Y,N,O,M,O,,5,,,,,N,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,C,,,
6820,CRIEHAVEN,6585,UNITED STATES E COAST,US,United States,43,50,N,68,53,W,CP01,13303,V,CB,P,N,N,N,Y,N,P,P,P,,9,M,,,N,N,N,N,N,,,N,N,Y,N,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
16440,CROCKETT,16000,UNITED STATES W COAST,US,United States,38,3,N,122,13,W,CP07,18655,V,CN,E,N,N,N,N,Y,K,M,,K,4,,,,,,,Y,Y,,,,,,,,,,,,,,Y,Y,,,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
7130,CUNDY HARBOR,6585,UNITED STATES E COAST,US,United States,43,47,N,69,54,W,CP01,13290,V,CN,F,Y,N,Y,N,,O,M,P,,9,M,Y,,N,N,N,,Y,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,Y,,,C,,S,
16808,CUSHMAN,16000,UNITED STATES W COAST,US,United States,43,59,N,124,4,W,CP07,18583,V,RN,E,,,N,,Y,P,,P,,4,,,,,,,,Y,,Y,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,S,
8540,DARIEN,6585,UNITED STATES E COAST,US,United States,31,22,N,81,26,W,CP04,11510,V,RN,G,Y,N,N,Y,Y,P,P,N,,7,M,,,N,N,N,N,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,Y,,,,,,,Y,Y,,Y,Y,Y,C,,S,
16280,DAVENPORT,16000,UNITED STATES W COAST,US,United States,37,1,N,122,12,W,CP07,18680,V,OR,P,N,N,N,N,,,J,G,G,4,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
7440,DAVISVILLE DEPOT,6585,UNITED STATES E COAST,US,United States,41,37,N,71,24,W,CP02,13223,V,CN,F,N,N,N,Y,N,K,K,K,,4,M,Y,Y,N,N,N,Y,,,,N,N,Y,N,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,Y,Y,,,,,,,,,,,,
8040,DEEPWATER POINT,6585,UNITED STATES E COAST,US,United States,39,42,N,75,31,W,CP03,12311,V,RN,G,N,N,N,Y,Y,M,M,L,,6,L,,,N,N,,Y,,,,,,Y,,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,,,,,,,,,,
20430,DEERING,20185,ALASKA CONTINUED,US,United States,66,5,N,162,44,W,CP09,16005,V,OR,F,N,N,Y,Y,,,L,,,2,,,,,,Y,,Y,,,,,,,,Y,,,,Y,,,Y,,,,N,Y,,,,,,,,,,N,N,N,N,N,N,Y,N,N,N,N,,,,
9235,DEER PARK,8650,US GULF COAST,US,United States,29,45,N,95,20,W,CP05,11325,V,RN,G,,,,Y,Y,G,K,,L,,L,,Y,,,Y,Y,,,Y,,Y,,,,Y,,Y,Y,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,S,
4950,DEPERE,4570,US LAKE MICHIGAN,US,United States,44,27,N,88,4,W,CP06,14918,V,RN,G,N,N,Y,Y,Y,M,M,N,,,M,Y,Y,N,N,N,Y,,,,N,N,Y,Y,,N,N,N,N,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,,
16835,DEPOE BAY,16000,UNITED STATES W COAST,US,United States,44,48,N,124,4,W,CP07,18561,V,CN,G,,,N,N,Y,P,,,,4,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,,
8940,DESTREHAN,8650,US GULF COAST,US,United States,29,57,N,90,22,W,CP05,11370,V,RN,N,N,N,N,Y,Y,K,H,H,,,L,,,,,Y,Y,,,,,,,Y,,Y,,,,Y,Y,Y,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,
3620,DETROIT,3400,US LAKE ERIE,US,United States,42,20,N,83,2,W,CP06,14848,L,RN,E,N,N,Y,Y,Y,M,L,L,L,,L,,Y,Y,,Y,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M,
20300,DILLINGHAM,20185,ALASKA CONTINUED,US,United States,59,2,N,158,29,W,CP09,16322,V,CN,F,Y,N,N,Y,,,,,,15,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,Y,Y,,Y,,,,,S,
19805,DRIFT RIVER,19080,ALASKA,US,United States,60,33,N,152,8,W,CP09,16662,V,CN,F,N,N,N,Y,,,,,E,,,,,,,Y,,Y,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19930,DRY SPRUCE BAY,19080,ALASKA,US,United States,57,56,N,153,2,W,CP09,16594,V,CN,G,N,N,N,,,,A,L,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,,
5460,DULUTH,5230,US LAKE SUPERIOR,US,United States,46,46,N,92,6,W,CP06,14975,M,CB,E,N,N,Y,Y,Y,M,L,L,L,,L,Y,Y,Y,,N,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,,Y,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,,
3440,DUNKIRK,3400,US LAKE ERIE,US,United States,42,29,N,79,20,W,CP06,14823,V,CB,F,N,N,Y,Y,Y,P,P,P,,,M,N,Y,N,,,Y,,,,,N,,,,Y,Y,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
19550,DUPONT,19080,ALASKA,US,United States,58,14,N,134,16,W,CP08,17315,V,CN,F,,,,,,,,L,,14,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120,DUTCH HARBOR,20095,ALEUTIAN ISLANDS,US,United States,53,54,N,166,32,W,CP09,16529,S,CN,P,N,N,N,,,H,,,B,2,,,,,,,Y,Y,,,,N,,,,Y,Y,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,,,,,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,,,,
5360,EAGLE HARBOR,5230,US LAKE SUPERIOR,US,United States,47,28,N,88,10,W,CP06,14964,V,CN,P,N,N,Y,Y,N,N,O,P,,,M,N,N,,N,N,Y,N,,,N,N,Y,Y,,Y,,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,,,,C,,,
17380,EAST BREMERTON,16000,UNITED STATES W COAST,US,United States,47,34,N,122,37,W,CP07,18452,V,CN,E,N,N,N,Y,,,,,,8,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,EASTPORT,6585,UNITED STATES E COAST,US,United States,44,54,N,66,59,W,CP01,13396,V,CN,F,N,N,N,Y,N,H,H,M,,18,L,N,,Y,Y,Y,Y,,,,N,Y,Y,,,Y,,,,Y,N,Y,,,,,Y,,,N,Y,,,,,,Y,,Y,,,,Y,Y,Y,Y,,,C,,,
8340,EDENTON,6585,UNITED STATES E COAST,US,United States,36,3,N,76,37,W,CP04,12205,V,CN,F,N,N,N,Y,N,O,P,P,P,,M,,,N,N,N,N,N,,,,,Y,Y,,Y,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,Y,Y,Y,,,S,
7340,EDGARTOWN,6585,UNITED STATES E COAST,US,United States,41,23,N,70,30,W,CP02,13238,V,CN,G,N,N,N,Y,N,O,L,N,,2,M,Y,,N,N,N,N,,,,N,N,Y,,,Y,Y,Y,,Y,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S,
7750,EDGEWATER,6585,UNITED STATES E COAST,US,United States,40,49,N,73,59,W,CP02,12341,V,RN,G,Y,N,N,Y,Y,K,K,M,K,4,L,,,Y,N,N,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
17760,EDWARDS POINT,16000,UNITED STATES W COAST,US,United States,47,48,N,122,24,W,CP07,18446,V,CN,G,N,N,N,,,,,,J,8,,,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,,
20240,EGEGIK,20185,ALASKA CONTINUED,US,United States,58,12,N,157,22,W,CP09,16323,V,CN,F,N,N,N,Y,,,,P,,11,,,,,,Y,,Y,,,,,,,,,Y,,Y,Y,,,Y,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,,S,
20280,EKUK,20185,ALASKA CONTINUED,US,United States,58,49,N,158,34,W,CP09,16322,V,OR,F,N,N,N,Y,,,,P,,15,,,,,,Y,,Y,,,,,,,,,,Y,Y,,,Y,Y,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,C,,S,
19450,ELFIN COVE,19080,ALASKA,US,United States,58,12,N,136,21,W,CP08,17302,V,CN,G,N,N,N,Y,,P,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,ELIZABETH CITY,6585,UNITED STATES E COAST,US,United States,36,18,N,76,13,W,CP04,12206,V,RN,E,N,N,N,Y,Y,P,O,O,,,M,,,N,N,N,N,,,,,,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,S,S,
7820,ELIZABETHPORT,6585,UNITED STATES E COAST,US,United States,40,39,N,74,11,W,CP02,12333,S,CN,G,N,N,N,Y,Y,J,J,K,L,5,L,Y,Y,Y,N,Y,Y,,,,,Y,N,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,,,
6780,ELLSWORTH,6585,UNITED STATES E COAST,US,United States,44,33,N,68,25,W,CP01,13316,V,RN,F,N,N,Y,Y,N,P,P,P,,,M,,,N,N,N,N,N,,,N,N,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,S,
16160,ELLWOOD,16000,UNITED STATES W COAST,US,United States,34,26,N,119,55,W,CP07,18721,V,OR,F,N,N,N,Y,,J,L,,E,4,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
16110,EL SEGUNDO,16000,UNITED STATES W COAST,US,United States,33,55,N,118,26,W,CP07,18744,V,OR,F,Y,Y,N,Y,,N,,,D,6,L,,,,N,Y,Y,,,,,,Y,,,Y,,Y,Y,Y,,Y,Y,,,,Y,N,,N,,,,,,,,,,,,,Y,N,N,N,,,,,,
16740,EMPIRE,16000,UNITED STATES W COAST,US,United States,43,24,N,124,17,W,CP07,18587,M,CN,E,,,,,Y,L,L,N,,5,,,,,N,,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,C,,M,
